지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
108,서울,2017-01-04 13:00,7.7,0,,,2.9,0,250,0,51,0,5.4,-1.8,1012.8,0,1023.4,0,1,0,1.48,0,,,0,0,,,609,,40,15.1,0,7.6,3.6,3.2,3.7
108,서울,2017-01-04 14:00,8.5,0,,,3.5,0,230,0,45,0,5,-2.7,1012.4,0,1022.9,0,1,0,1.43,0,,,0,0,,,782,,40,14.6,0,8.6,4.4,3.4,3.7
108,서울,2017-01-04 15:00,8.7,0,,,2.8,0,250,0,32,0,3.6,-7.1,1012.1,0,1022.6,0,1,0,1.2,0,,,0,0,,,1113,,40,12.4,0,8.7,5.1,3.7,3.8
108,서울,2017-01-04 16:00,8.4,0,,,3.5,0,270,0,35,0,3.8,-6.2,1012.3,0,1022.8,0,1,0,.81,0,,,0,0,,,1247,,,9,0,8.3,5.4,4.1,3.9
108,서울,2017-01-04 17:00,6.6,0,,,2.5,0,270,0,37,0,3.6,-7,1012.2,0,1022.8,0,1,0,.32,0,,,2,0,Ci,,1283,,,3.6,0,6.9,5.5,4.3,4
108,서울,2017-01-04 18:00,5.1,0,,,2.3,0,270,0,40,0,3.5,-7.4,1013.1,0,1023.8,0,0,0,.02,0,,,2,0,Ci,,1357,,,1.3,0,5,5.2,4.5,4.2
108,서울,2017-01-04 19:00,4.6,0,,,2.5,0,290,0,42,0,3.6,-7.2,1013.7,0,1024.4,0,,9,,9,,,,0,,,1324,,,.2,0,4,4.8,4.6,4.3
108,서울,2017-01-04 20:00,3.8,0,,,2.8,0,270,0,48,0,3.8,-6.2,1013.8,0,1024.5,0,,9,,9,,,,0,,,1300,,,-.8,0,3.1,4.3,4.5,4.3
108,서울,2017-01-04 21:00,2.9,0,,,1,0,110,0,45,0,3.4,-7.8,1013.8,0,1024.6,0,,9,,9,,,0,0,,,1310,,,-.5,0,2.4,3.9,4.5,4.4
108,서울,2017-01-04 22:00,2.1,0,,,1,0,290,0,49,0,3.5,-7.5,1013.9,0,1024.7,0,,9,,9,,,,0,,,1342,,,-.9,0,1.9,3.5,4.3,4.4
108,서울,2017-01-04 23:00,1.8,0,,,.4,0,0,0,51,0,3.6,-7.2,1014.2,0,1025,0,,9,,9,,,,0,,76,1309,,,-1,0,1.7,3.2,4.2,4.4
108,서울,2017-01-05 00:00,1.3,0,,,1.3,0,230,0,50,0,3.3,-8,1014.5,0,1025.3,0,,9,,9,,,2,0,Ci,,1391,,,-1.6,0,1.4,2.9,4.1,4.5
108,서울,2017-01-05 01:00,.7,0,,,.8,0,270,0,56,0,3.6,-7,1014.9,0,1025.8,0,,9,,9,,,,0,,,1368,,,-1.8,0,1.2,2.7,3.9,4.4
108,서울,2017-01-05 02:00,.3,0,,,.3,0,0,0,60,0,3.8,-6.5,1015.1,0,1026,0,,9,,9,,,,0,,,1251,,,-2.4,0,1,2.5,3.8,4.4
108,서울,2017-01-05 03:00,.1,0,,,1.4,0,50,0,57,0,3.5,-7.4,1015.2,0,1026.1,0,,9,,9,,,7,0,Ci,,1281,,,-2.2,0,1,2.4,3.7,4.3
108,서울,2017-01-05 04:00,.1,0,,,.7,0,20,0,54,0,3.3,-8.1,1015.3,0,1026.2,0,,9,,9,,,9,0,Ci,,1173,,,-1.5,0,.9,2.3,3.6,4.2
108,서울,2017-01-05 05:00,.1,0,,,1.9,0,20,0,57,0,3.5,-7.4,1015.2,0,1026.1,0,,9,,9,,,8,0,Ci,,1119,,,-1.6,0,.8,2.2,3.5,4.2
108,서울,2017-01-05 06:00,.2,0,,,1.7,0,50,0,56,0,3.5,-7.5,1015.3,0,1026.2,0,,9,,9,,,9,0,Ci,,1022,,,-1.3,0,.8,2.1,3.4,4.1
108,서울,2017-01-05 07:00,.6,0,,,2.6,0,50,0,54,0,3.5,-7.6,1015.8,0,1026.7,0,,9,,9,,,8,0,Ci,,1111,,,-1.3,0,.8,2,3.3,4.1
108,서울,2017-01-05 08:00,1.2,0,,,2.6,0,70,0,51,0,3.4,-7.8,1016.2,0,1027.1,0,0,0,.01,0,,,7,0,Ci,,1185,,,-.8,0,.9,1.9,3.3,4.1
108,서울,2017-01-05 09:00,1.9,0,,,2.1,0,70,0,47,0,3.3,-8.2,1016.6,0,1027.4,0,0,0,.19,0,,,8,0,Ci,,1266,,,1.4,0,.9,1.9,3.2,4
108,서울,2017-01-05 10:00,3,0,,,3.4,0,50,0,43,0,3.3,-8.3,1017.1,0,1027.9,0,0,0,.36,0,,,9,0,Ci,,1528,,,1.4,0,1,1.9,3.1,3.9
108,서울,2017-01-05 11:00,4.2,0,,,3.1,0,50,0,46,0,3.8,-6.4,1017.2,0,1027.9,0,0,0,.52,0,,,9,0,Ci,,1708,,,2.6,0,1.1,1.9,3.1,3.9
108,서울,2017-01-05 12:00,5.5,0,,,3.1,0,50,0,47,0,4.2,-4.9,1016.9,0,1027.6,0,0,0,.68,0,,,9,0,Ci,,1712,,,5,0,1.8,2,3,3.9
108,서울,2017-01-05 13:00,6.4,0,,,4.6,0,50,0,50,0,4.8,-3.2,1016.4,0,1027.1,0,0,0,.68,0,,,9,0,Ci,,2000,,,5.9,0,3.3,2.3,3,3.8
108,서울,2017-01-05 14:00,7,0,,,5,0,70,0,50,0,5,-2.7,1016.1,0,1026.7,0,0,0,.7,0,,,8,0,Ci,,2000,,,7.9,0,4.4,2.7,3.1,3.8
108,서울,2017-01-05 15:00,7.2,0,,,4,0,70,0,49,0,5,-2.8,1016.3,0,1026.9,0,0,0,.56,0,,,9,0,Ci,,2000,,,7.8,0,5.1,3.2,3.2,3.8
108,서울,2017-01-05 16:00,7,0,,,4.3,0,50,0,49,0,4.9,-3,1016.4,0,1027,0,0,0,.34,0,,,8,0,Ci,,2000,,,6.2,0,5.1,3.5,3.3,3.8
108,서울,2017-01-05 17:00,6.7,0,,,4.3,0,50,0,49,0,4.8,-3.2,1016.5,0,1027.1,0,0,0,.19,0,,,7,0,Ci,,2000,,,4.9,0,4.8,3.7,3.5,3.8
108,서울,2017-01-05 18:00,6.4,0,,,3.7,0,50,0,50,0,4.8,-3.2,1016.8,0,1027.5,0,0,0,.04,0,,,9,0,Ci,,2000,,,3.8,0,4.4,3.8,3.6,3.9
108,서울,2017-01-05 19:00,6.2,0,,,3.9,0,50,0,52,0,4.9,-2.9,1017.1,0,1027.8,0,,9,,9,,,,9,,52,2000,,,3.2,0,4.1,3.8,3.7,4
108,서울,2017-01-05 20:00,5.7,0,,,4.9,0,50,0,54,0,4.9,-2.9,1017.5,0,1028.2,0,,9,,9,,,,8,,50,2000,,,2.5,0,3.8,3.7,3.8,4
108,서울,2017-01-05 21:00,5.2,0,,,4.8,0,50,0,55,0,4.9,-3.1,1017.7,0,1028.4,0,,9,,9,,,9,3,AcCi,49,2000,,,2.6,0,3.6,3.6,3.8,4.1
108,서울,2017-01-05 22:00,4.9,0,,,4.2,0,50,0,56,0,4.9,-3.1,1017.9,0,1028.6,0,,9,,9,,,,9,,46,2000,,,2.4,0,3.5,3.5,3.8,4.1
108,서울,2017-01-05 23:00,4.5,0,,,4.7,0,50,0,57,0,4.8,-3.2,1017.8,0,1028.5,0,,9,,9,,,,9,,43,2000,,,1.9,0,3.3,3.4,3.8,4.1
108,서울,2017-01-06 00:00,4.1,0,,,4.2,0,50,0,57,0,4.7,-3.6,1017.8,0,1028.5,0,,9,,9,,,7,7,,,2000,,,1.2,0,3.1,3.3,3.8,4.2
108,서울,2017-01-06 01:00,4.1,0,,,4.2,0,50,0,57,0,4.7,-3.6,1017.7,0,1028.4,0,,9,,9,,,,7,,17,2000,,,2,0,3,3.3,3.8,4.2
108,서울,2017-01-06 02:00,3.9,0,,,4.2,0,50,0,58,0,4.7,-3.6,1017.6,0,1028.4,0,,9,,9,,,,6,,18,2000,,,1.4,0,2.9,3.1,3.8,4.2
108,서울,2017-01-06 03:00,3.7,0,,,4.1,0,50,0,59,0,4.7,-3.5,1017.8,0,1028.6,0,,9,,9,,,8,6,ScAc,17,2000,,,1.3,0,2.8,3.1,3.7,4.1
108,서울,2017-01-06 04:00,3.4,0,,,3.3,0,50,0,60,0,4.7,-3.6,1017.4,0,1028.2,0,,9,,9,,,7,3,ScAc,17,2000,,,.8,0,2.6,3,3.7,4.2
108,서울,2017-01-06 05:00,3.4,0,,,3.2,0,50,0,60,0,4.7,-3.6,1017.3,0,1028.1,0,,9,,9,,,7,6,ScAc,16,2000,,,.8,0,2.6,3,3.7,4.2
108,서울,2017-01-06 06:00,3.1,0,,,3.3,0,50,0,62,0,4.8,-3.4,1017.3,0,1028.1,0,,9,,9,,,8,8,Sc,17,2000,,,.9,0,2.4,2.9,3.7,4.1
108,서울,2017-01-06 07:00,3,0,,,2.9,0,50,0,62,0,4.7,-3.5,1017.9,0,1028.7,0,,9,,9,,,8,8,Sc,15,2000,,,.8,0,2.4,2.8,3.6,4.2
108,서울,2017-01-06 08:00,2.6,0,,,3.2,0,50,0,64,0,4.7,-3.5,1017.6,0,1028.4,0,0,0,.01,0,,,4,4,Sc,17,2000,,,-.5,0,2,2.8,3.5,4.1
108,서울,2017-01-06 09:00,3.1,0,,,3.2,0,50,0,61,0,4.6,-3.7,1017.9,0,1028.7,0,.5,0,.21,0,,,5,4,ScAc,17,2000,,,1.6,0,2.1,2.6,3.5,4.1
