지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
108,서울,2013-01-04 19:00,-9.3,0,,,2.2,0,270,0,37,0,1.1,-21.3,1019,0,1030.3,0,,9,,9,7.5,,,,,,,,,-2.8,0,-2.5,-1.4,-.5,.2
108,서울,2013-01-04 20:00,-9.5,0,,,1.7,0,320,0,41,0,1.2,-20.3,1018.9,0,1030.3,0,,9,,9,7.5,,,,,,,,,-3.1,0,-2.8,-1.5,-.5,.2
108,서울,2013-01-04 21:00,-9.8,0,,,1.3,0,290,0,47,0,1.4,-19,1018.6,0,1030,0,,9,,9,7.5,,0,0,,,2000,13,,-3.4,0,-3.2,-1.6,-.5,.2
108,서울,2013-01-04 22:00,-10,0,,,.6,0,290,0,49,0,1.4,-18.7,1018.6,0,1030,0,,9,,9,7.5,,,,,,,,,-3.7,0,-3.5,-1.7,-.5,.2
108,서울,2013-01-04 23:00,-10.5,0,,,1.2,0,290,0,55,0,1.5,-17.8,1018.1,0,1029.5,0,,9,,9,7.5,,,,,,,,,-4,0,-3.7,-1.9,-.6,.2
108,서울,2013-01-05 00:00,-10.5,0,,,1.4,0,290,0,53,0,1.5,-18.2,1018.2,0,1029.6,0,,9,,9,7.5,,0,0,,,2000,,,-4.2,0,-3.9,-2,-.6,.2
108,서울,2013-01-05 01:00,-10.9,0,,,.9,0,270,0,53,0,1.4,-18.6,1017.8,0,1029.2,0,,9,,9,7.5,,,,,,,,,-4.3,0,-4,-2.1,-.7,.2
108,서울,2013-01-05 02:00,-10.9,0,,,.6,0,20,0,54,0,1.4,-18.4,1017.9,0,1029.3,0,,9,,9,7.5,,,,,,,,,-4.5,0,-4.1,-2.2,-.7,.2
108,서울,2013-01-05 03:00,-11.4,0,,,2.7,0,50,0,62,0,1.6,-17.2,1017.5,0,1028.9,0,,9,,9,7.5,,3,0,Ci,,2000,13,,-4.6,0,-4.2,-2.2,-.8,.2
108,서울,2013-01-05 04:00,-11.9,0,,,2.5,0,20,0,62,0,1.5,-17.7,1017.2,0,1028.6,0,,9,,9,7.5,,0,0,,,2000,,,-4.6,0,-4.2,-2.3,-.8,.2
108,서울,2013-01-05 05:00,-12,0,,,3.5,0,50,0,60,0,1.5,-18.2,1016.7,0,1028.1,0,,9,,9,7.5,,0,0,,,2000,,,-4.7,0,-4.3,-2.3,-.8,.1
108,서울,2013-01-05 06:00,-11.8,0,,,2.5,0,70,0,56,0,1.4,-18.8,1016.3,0,1027.7,0,,9,,9,7.5,,0,0,,,2000,,,-4.7,0,-4.3,-2.4,-.9,.2
108,서울,2013-01-05 07:00,-11.7,0,,,2.7,0,70,0,61,0,1.5,-17.7,1016.1,0,1027.5,0,,9,,9,7.5,,0,0,,,2000,,,-4.8,0,-4.4,-2.4,-.9,.1
108,서울,2013-01-05 08:00,-12.1,0,,,2.1,0,50,0,63,0,1.5,-17.7,1016.2,0,1027.6,0,0,0,0,0,7.5,,3,3,Sc,10,2000,,,-4.8,0,-4.4,-2.4,-.9,.1
108,서울,2013-01-05 09:00,-11,0,,9,2.7,0,50,0,57,0,1.5,-17.8,1016.6,0,1028,0,.3,0,.16,0,7.5,,4,4,Sc,10,2000,13,,-4.6,0,-4.2,-2.4,-.9,.1
108,서울,2013-01-05 10:00,-8.7,0,,,2.1,0,70,0,49,0,1.6,-17.5,1016.7,0,1028,0,1,0,.69,0,7.5,,6,1,ScCi,10,1300,,,-4.2,0,-3.9,-2.4,-.9,.1
108,서울,2013-01-05 11:00,-6.8,0,,,2.3,0,50,0,48,0,1.8,-16,1016.4,0,1027.6,0,1,0,1,0,7.5,,6,2,ScCi,10,1200,,,-3.4,0,-3.2,-2.3,-.9,.1
108,서울,2013-01-05 12:00,-5.4,0,,,2.1,0,20,0,45,0,1.8,-15.4,1015.2,0,1026.3,0,1,0,1.35,0,7.5,,0,0,,,1200,,,-2.7,0,-2.5,-2.1,-.9,.1
108,서울,2013-01-05 13:00,-3,0,,,.9,0,250,0,43,0,2.1,-13.8,1014.2,0,1025.2,0,1,0,1.51,0,7.4,,0,0,,,1200,,,-1.9,0,-1.8,-1.9,-.8,.1
108,서울,2013-01-05 14:00,-1.3,0,,,2.3,0,230,0,46,0,2.6,-11.4,1013.3,0,1024.2,0,1,0,1.42,0,7.3,,3,3,Sc,10,1500,,,-1.4,0,-1.3,-1.6,-.8,.1
108,서울,2013-01-05 15:00,-1.8,0,,,3.9,0,270,0,53,0,2.8,-10.1,1013.2,0,1024.2,0,1,0,1.08,0,7.3,,3,3,Sc,10,1500,13,,-1.2,0,-1,-1.4,-.7,.1
108,서울,2013-01-05 16:00,-2.3,0,,,3,0,270,0,57,0,3,-9.6,1013.7,0,1024.7,0,1,0,.68,0,7.3,,6,6,Sc,10,1300,,,-1.2,0,-1,-1.3,-.7,.1
108,서울,2013-01-05 17:00,-3,0,,,2.9,0,290,0,63,0,3.1,-9,1014.3,0,1025.3,0,.2,0,.19,0,7.3,,7,7,Sc,10,1300,,,-1.3,0,-1,-1.1,-.6,.1
108,서울,2013-01-05 18:00,-3.4,0,,,2.4,0,270,0,63,0,3,-9.4,1014.9,0,1025.9,0,0,0,.01,0,7.3,,5,5,Sc,10,1100,,,-1.5,0,-1.2,-1,-.5,.1
108,서울,2013-01-05 19:00,-4,0,,,1.8,0,320,0,66,0,3,-9.4,1015.1,0,1026.2,0,,9,,9,7.3,,,,,,,,,-1.8,0,-1.5,-1.1,-.5,.1
108,서울,2013-01-05 20:00,-4.5,0,,,1.4,0,320,0,69,0,3,-9.3,1015.7,0,1026.8,0,,9,,9,7.3,,,,,,,,,-2,0,-1.8,-1.1,-.5,.1
108,서울,2013-01-05 21:00,-4.8,0,,,2.1,0,320,0,72,0,3.1,-9,1015.8,0,1026.9,0,,9,,9,7.3,,3,0,Sc,,800,13,19,-2.2,0,-2.1,-1.1,-.4,.1
108,서울,2013-01-05 22:00,-5.1,0,,,2.5,0,340,0,66,0,2.8,-10.4,1015.2,0,1026.3,0,,9,,9,7.3,,,,,,,,19,-2.4,0,-2.3,-1.2,-.5,.1
108,서울,2013-01-05 23:00,-5.6,0,,,1.1,0,290,0,70,0,2.8,-10.2,1014.9,0,1026,0,,9,,9,7.3,,,,,,,,19,-2.6,0,-2.4,-1.3,-.5,.1
108,서울,2013-01-06 00:00,-6.1,0,,,1.7,0,50,0,67,0,2.6,-11.2,1014,0,1025.1,0,,9,,9,7.3,,0,0,,,500,,19,-2.8,0,-2.6,-1.4,-.5,.1
108,서울,2013-01-06 01:00,-6.6,0,,,.4,0,0,0,74,0,2.8,-10.4,1014.5,0,1025.7,0,,9,,9,7.3,,,,,,,,19,-3,0,-2.8,-1.5,-.6,.1
108,서울,2013-01-06 02:00,-7.4,0,,,1.3,0,270,0,76,0,2.7,-10.9,1014.8,0,1026,0,,9,,9,7.3,,,,,,,,19,-3.2,0,-3,-1.5,-.5,.2
