지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
108,서울,2018-01-02 20:00,-1.9,0,,,2.2,0,320,0,26,0,1.4,-18.9,1017.8,0,1028.8,0,,9,,9,,,,8,,70,2000,,,-2.2,0,-.1,.3,1,1.6
108,서울,2018-01-02 21:00,-2.6,0,,,2,0,340,0,28,0,1.4,-18.6,1017.4,0,1028.4,0,,9,,9,,,3,0,Ci,,2000,,,-2.9,0,-.1,.3,1,1.6
108,서울,2018-01-02 22:00,-3.4,0,,,2.4,0,290,0,33,0,1.6,-17.4,1017.9,0,1029,0,,9,,9,,,,5,,55,2000,,,-2.9,0,-.2,.3,1,1.5
108,서울,2018-01-02 23:00,-3.8,0,,,2.3,0,360,0,35,0,1.6,-17,1018.6,0,1029.7,0,,9,,9,,,,9,,54,2000,,,-3.3,0,-.4,.2,.9,1.6
108,서울,2018-01-03 00:00,-4.3,0,,,1.4,0,340,0,38,0,1.7,-16.5,1019.5,0,1030.6,0,,9,,9,,,8,0,Cs,,2000,,,-3.6,0,-.6,.2,1,1.5
108,서울,2018-01-03 01:00,-5,0,,,1.2,0,340,0,42,0,1.8,-15.9,1019.3,0,1030.5,0,,9,,9,,,,9,,54,1993,,,-4.3,0,-.8,.2,1,1.5
108,서울,2018-01-03 02:00,-5.5,0,,,2,0,320,0,43,0,1.7,-16.1,1019.9,0,1031.1,0,,9,,9,,,,0,,61,2000,,,-4.8,0,-1.1,.1,.9,1.5
108,서울,2018-01-03 03:00,-6.1,0,,,1.3,0,320,0,45,0,1.7,-16.1,1020.3,0,1031.5,0,,9,,9,,,6,0,Ci,,1999,,,-5.2,0,-1.4,.1,1,1.5
108,서울,2018-01-03 04:00,-6.1,0,,,2.3,0,320,0,45,0,1.7,-16.1,1020.1,0,1031.3,0,,9,,9,,,8,0,Ci,,2000,,,-5.5,0,-1.5,.1,.9,1.5
108,서울,2018-01-03 05:00,-6.4,0,,,2.4,0,290,0,47,0,1.8,-15.8,1020,0,1031.2,0,,9,,9,,,8,0,Ci,,1981,,,-5.7,0,-1.6,.1,1,1.6
108,서울,2018-01-03 06:00,-6.7,0,,,2.4,0,290,0,48,0,1.8,-15.9,1019.8,0,1031,0,,9,,9,,,6,0,Ci,,1991,,,-6,0,-1.8,.1,.9,1.5
108,서울,2018-01-03 07:00,-6.9,0,,,2.4,0,290,0,48,0,1.8,-16,1020.3,0,1031.6,0,,9,,9,,,4,0,Ci,,1974,,,-6.2,0,-2,0,.9,1.5
108,서울,2018-01-03 08:00,-7,0,,,1.5,0,290,0,49,0,1.8,-15.9,1020.8,0,1032.1,0,0,0,0,0,,,3,0,Ci,,1971,,,-6.1,0,-2.1,0,.9,1.5
108,서울,2018-01-03 09:00,-6.8,0,,,1.7,0,290,0,44,0,1.6,-17,1021.3,0,1032.6,0,.6,0,.16,0,,,1,0,Ci,,1858,,,-5,0,-1.8,-.1,.9,1.5
108,서울,2018-01-03 10:00,-5.6,0,,,2.9,0,340,0,38,0,1.5,-17.6,1021.5,0,1032.7,0,1,0,.55,0,,,6,0,Ci,,1752,,,-2.4,0,-.9,-.1,.9,1.5
108,서울,2018-01-03 11:00,-4.5,0,,,3.2,0,290,0,36,0,1.6,-17.3,1021.7,0,1032.9,0,1,0,.77,0,,,7,0,Ci,,1736,,,-.6,0,-.5,0,.9,1.5
108,서울,2018-01-03 12:00,-3.4,0,,,3.1,0,320,0,32,0,1.5,-17.7,1020.7,0,1031.8,0,1,0,1.02,0,,,3,0,Ci,,1706,,,0,0,-.3,0,.9,1.5
108,서울,2018-01-03 13:00,-2.2,0,,,2.3,0,320,0,31,0,1.6,-17,1019.9,0,1030.9,0,1,0,1.13,0,,,7,0,Ci,,1910,,,.9,0,-.1,0,.9,1.5
108,서울,2018-01-03 14:00,-1.5,0,,,2.8,0,320,0,30,0,1.6,-16.8,1019.4,0,1030.4,0,1,0,1.1,0,,,1,0,Ci,,1903,,,1.1,0,.1,0,.8,1.5
108,서울,2018-01-03 15:00,-1.1,0,,,2.8,0,320,0,29,0,1.6,-16.9,1019.1,0,1030.1,0,1,0,.96,0,,,4,0,Ci,,1976,,,.6,0,.3,0,.8,1.5
108,서울,2018-01-03 16:00,-.4,0,,,2,0,290,0,30,0,1.8,-15.9,1019.3,0,1030.3,0,1,0,.62,0,,,1,0,Ci,,2000,,,0,0,.1,0,.9,1.5
108,서울,2018-01-03 17:00,-1.9,0,,,1.8,0,290,0,35,0,1.9,-15.3,1019.2,0,1030.2,0,1,0,.25,0,,,1,0,Ci,,2000,,,-.8,0,0,.1,.9,1.5
108,서울,2018-01-03 18:00,-3.1,0,,,2.1,0,270,0,39,0,1.9,-15.1,1018.9,0,1030,0,0,0,0,0,,,0,0,,,2000,,,-1.7,0,-.1,.1,.9,1.5
108,서울,2018-01-03 19:00,-3.7,0,,,2,0,290,0,41,0,1.9,-15,1019.5,0,1030.6,0,,9,,9,,,,0,,,2000,,,-2.7,0,-.1,0,.8,1.4
108,서울,2018-01-03 20:00,-3.9,0,,,2.5,0,290,0,44,0,2,-14.3,1019.3,0,1030.4,0,,9,,9,,,,0,,,2000,,,-3.3,0,-.2,0,.8,1.5
108,서울,2018-01-03 21:00,-4.3,0,,,2.8,0,320,0,47,0,2.1,-13.9,1019.3,0,1030.4,0,,9,,9,,,7,0,Ci,,1997,,,-3.9,0,-.3,0,.9,1.5
108,서울,2018-01-03 22:00,-5.2,0,,,1.3,0,340,0,53,0,2.2,-13.3,1019.8,0,1031,0,,9,,9,,,,0,,,1969,,,-4.4,0,-.8,0,.8,1.5
108,서울,2018-01-03 23:00,-5.9,0,,,.8,0,360,0,54,0,2.1,-13.7,1020.1,0,1031.3,0,,9,,9,,,,0,,,1968,,,-4.7,0,-1.1,0,.8,1.5
108,서울,2018-01-04 00:00,-6.3,0,,,1.4,0,290,0,54,0,2.1,-14.1,1019.9,0,1031.1,0,,9,,9,,,2,0,Ci,,1990,,,-5.2,0,-1.5,0,.8,1.5
108,서울,2018-01-04 01:00,-6.9,0,,,2.3,0,270,0,56,0,2,-14.2,1019.8,0,1031,0,,9,,9,,,,0,,,1994,,,-5.7,0,-1.8,-.1,.8,1.4
108,서울,2018-01-04 02:00,-7.3,0,,,2,0,270,0,57,0,2,-14.3,1019.9,0,1031.2,0,,9,,9,,,,0,,,1978,,,-6.1,0,-2.1,-.1,.8,1.4
108,서울,2018-01-04 03:00,-7.4,0,,,1.7,0,290,0,54,0,1.9,-15.1,1020.4,0,1031.7,0,,9,,9,,,3,0,Ci,,1968,,,-6.2,0,-2.3,-.2,.8,1.5
108,서울,2018-01-04 04:00,-7.5,0,,,1.3,0,290,0,55,0,1.9,-15,1020.1,0,1031.4,0,,9,,9,,,3,0,Ci,,1984,,,-6.2,0,-2.4,-.3,.8,1.4
108,서울,2018-01-04 05:00,-7.6,0,,,1.3,0,360,0,49,0,1.7,-16.4,1019.7,0,1031,0,,9,,9,,,1,0,Ci,,2000,,,-6.6,0,-2.6,-.4,.8,1.4
108,서울,2018-01-04 06:00,-7.6,0,,,2.3,0,290,0,47,0,1.6,-16.9,1019.3,0,1030.6,0,,9,,9,,,1,0,Ci,,2000,,,-6.5,0,-2.7,-.5,.7,1.4
108,서울,2018-01-04 07:00,-8.1,0,,,.5,0,320,0,51,0,1.7,-16.4,1018.9,0,1030.2,0,,9,,9,,,0,0,,,1987,,,-6.7,0,-2.9,-.6,.8,1.4
108,서울,2018-01-04 08:00,-8.6,0,,,.6,0,320,0,55,0,1.8,-16,1019,0,1030.3,0,0,0,0,0,,,3,0,Ci,,1984,,,-6.8,0,-3.1,-.7,.7,1.4
108,서울,2018-01-04 09:00,-7.9,0,,,1.2,0,20,0,48,0,1.6,-17,1019,0,1030.3,0,.3,0,.14,0,,,7,0,Ci,,1926,,,-5.5,0,-2.8,-.8,.7,1.4
108,서울,2018-01-04 10:00,-6.4,0,,,1,0,340,0,43,0,1.6,-16.9,1019,0,1030.2,0,1,0,.43,0,,,8,0,Ci,,1872,,,-3,0,-1.7,-.7,.7,1.4
108,서울,2018-01-04 11:00,-4.4,0,,,.8,0,20,0,40,0,1.8,-16,1018.8,0,1029.9,0,1,0,.69,0,,,8,0,Cs,,1671,,,-.7,0,-.9,-.5,.7,1.4
108,서울,2018-01-04 12:00,-2.9,0,,,.9,0,70,0,33,0,1.6,-16.9,1017.3,0,1028.4,0,1,0,.92,0,,,9,0,Ci,,1813,,,0,0,-.4,-.3,.7,1.4
108,서울,2018-01-04 13:00,-2,0,,,1,0,20,0,32,0,1.7,-16.5,1016.5,0,1027.5,0,1,0,.91,0,,,10,0,Cs,,1864,,,.7,0,-.1,-.2,.7,1.4
108,서울,2018-01-04 14:00,-.8,0,,,1.4,0,180,0,32,0,1.8,-15.4,1015.3,0,1026.2,0,1,0,.78,0,,,10,0,Cs,,1846,,,.8,0,0,-.2,.7,1.4
108,서울,2018-01-04 15:00,-1.2,0,,,.8,0,70,0,31,0,1.7,-16.2,1014.9,0,1025.8,0,.6,0,.47,0,,,9,0,Ci,,1732,,,.4,0,0,-.1,.7,1.4
108,서울,2018-01-04 16:00,-1.4,0,,,1.8,0,320,0,34,0,1.9,-15.2,1015,0,1026,0,.3,0,.3,0,,,9,0,Ci,,1719,,,0,0,0,-.1,.7,1.4
108,서울,2018-01-04 17:00,-2.1,0,,,1.4,0,290,0,37,0,1.9,-14.8,1014.9,0,1025.9,0,0,0,.09,0,,,10,10,As,40,1591,,,-.1,0,-.1,-.1,.7,1.3
108,서울,2018-01-04 18:00,-2.6,0,,,1.4,0,290,0,38,0,1.9,-14.9,1014.6,0,1025.6,0,0,0,0,0,,,10,10,As,40,1604,,,-.7,0,0,-.1,.6,1.4
108,서울,2018-01-04 19:00,-2.7,0,,,1.4,0,290,0,39,0,2,-14.7,1014,0,1025,0,,9,,9,,,,9,,47,1616,,,-1,0,-.1,-.1,.7,1.3
108,서울,2018-01-04 20:00,-2.8,0,,,1.7,0,290,0,39,0,1.9,-14.8,1014.3,0,1025.3,0,,9,,9,,,,10,,41,1702,,,-1.4,0,-.2,-.1,.7,1.4
108,서울,2018-01-04 21:00,-3.1,0,,,2,0,270,0,41,0,2,-14.5,1013.9,0,1024.9,0,,9,,9,,,9,9,Ac,48,1742,,,-1.8,0,-.2,-.1,.7,1.3
108,서울,2018-01-04 22:00,-3.6,0,,,1.3,0,270,0,46,0,2.2,-13.5,1013.6,0,1024.6,0,,9,,9,,,,5,,53,1689,,,-2.8,0,-.5,-.1,.7,1.4
108,서울,2018-01-04 23:00,-4,0,,,1.5,0,320,0,48,0,2.2,-13.4,1013.2,0,1024.3,0,,9,,9,,,,5,,45,1536,,,-3.4,0,-.9,-.1,.6,1.3
108,서울,2018-01-05 00:00,-4.7,0,,,1.8,0,290,0,52,0,2.3,-13,1012.7,0,1023.8,0,,9,,9,,,4,4,,,1611,,,-4.1,0,-1.2,-.1,.7,1.3
108,서울,2018-01-05 01:00,-5.1,0,,,1.5,0,290,0,51,0,2.1,-13.6,1012.3,0,1023.4,0,,9,,9,,,,3,,53,1550,,,-4.2,0,-1.5,-.2,.7,1.3
108,서울,2018-01-05 02:00,-5.3,0,,,1.6,0,270,0,52,0,2.1,-13.6,1012,0,1023.1,0,,9,,9,,,,7,,49,1481,,,-4.5,0,-1.8,-.3,.7,1.4
108,서울,2018-01-05 03:00,-5.5,0,,,1.1,0,290,0,56,0,2.3,-12.9,1011.8,0,1022.9,0,,9,,9,,,6,6,Ac,46,1453,,,-4.8,0,-2,-.4,.6,1.3
108,서울,2018-01-05 04:00,-5.1,0,,,1.7,0,270,0,55,0,2.3,-12.7,1011.5,0,1022.6,0,,9,,9,,,10,10,As,40,1266,,,-4.3,0,-2,-.5,.7,1.3
108,서울,2018-01-05 05:00,-5.1,0,,,1.5,0,290,0,55,0,2.3,-12.7,1011,0,1022.1,0,,9,,9,,,9,0,Ci,,1452,,,-4.1,0,-1.8,-.5,.6,1.3
108,서울,2018-01-05 06:00,-5.1,0,,,1.3,0,270,0,54,0,2.3,-12.9,1011,0,1022.1,0,,9,,9,,,9,0,Ci,,1346,,,-4.2,0,-1.9,-.6,.7,1.3
108,서울,2018-01-05 07:00,-5.3,0,,,1.1,0,290,0,53,0,2.2,-13.4,1010.8,0,1021.9,0,,9,,9,,,8,0,Ci,,1300,,,-4.7,0,-2,-.6,.6,1.3
108,서울,2018-01-05 08:00,-5.3,0,,,1,0,290,0,51,0,2.1,-13.8,1010.6,0,1021.7,0,0,0,0,0,,,8,0,Ci,,1319,,,-4.6,0,-2.2,-.7,.6,1.3
108,서울,2018-01-05 09:00,-4.7,0,,,1.2,0,270,0,49,0,2.1,-13.8,1010.9,0,1022,0,0,0,.12,0,,,8,0,Ci,,1550,,,-3.6,0,-1.9,-.7,.6,1.3
108,서울,2018-01-05 10:00,-3.3,0,,,1.3,0,320,0,50,0,2.4,-12.2,1011,0,1022,0,1,0,.4,0,,,8,0,Ci,,1407,,,-1.3,0,-1.1,-.6,.6,1.3
108,서울,2018-01-05 11:00,-.7,0,,,1.5,0,200,0,45,0,2.6,-11.1,1011,0,1021.9,0,1,0,.76,0,,,7,0,Ci,,1429,,,0,0,-.5,-.4,.6,1.3
108,서울,2018-01-05 12:00,-.3,0,,,2.2,0,290,0,45,0,2.7,-10.8,1010.1,0,1021,0,1,0,1.01,0,,,5,0,Ci,,1066,,,.7,0,-.1,-.3,.6,1.3
108,서울,2018-01-05 13:00,.9,0,,,2,0,270,0,43,0,2.8,-10.2,1009.2,0,1020,0,1,0,.98,0,,,8,0,Ci,,1112,,,1.5,0,.1,-.2,.6,1.3
108,서울,2018-01-05 14:00,1.4,0,,,2,0,290,0,41,0,2.8,-10.4,1008.5,0,1019.3,0,1,0,.99,0,,,4,0,Ci,,1003,,,1.7,0,.3,-.1,.6,1.3
108,서울,2018-01-05 15:00,1.5,0,,,2.8,0,290,0,34,0,2.3,-12.6,1008.6,0,1019.4,0,1,0,.84,0,,,1,0,Ci,,1776,,,1.1,0,.3,-.1,.6,1.3
108,서울,2018-01-05 16:00,1,0,,,2.9,0,270,0,34,0,2.2,-13.1,1009,0,1019.8,0,1,0,.61,0,,,0,0,,,2000,,,0,0,.3,-.1,.6,1.3
108,서울,2018-01-05 17:00,-.6,0,,,3.3,0,270,0,45,0,2.6,-11,1009.3,0,1020.2,0,1,0,.24,0,,,0,0,,,1827,,,-.3,0,.1,-.1,.6,1.3
108,서울,2018-01-05 18:00,-1.8,0,,,2.2,0,290,0,44,0,2.4,-12.4,1009.4,0,1020.3,0,.2,0,.01,0,,,0,0,,,1709,,,-1,0,0,0,.6,1.3
108,서울,2018-01-05 19:00,-2.5,0,,,.6,0,340,0,49,0,2.5,-11.7,1009.4,0,1020.3,0,,9,,9,,,,0,,,1436,,,-1.7,0,-.1,-.1,.6,1.3
108,서울,2018-01-05 20:00,-3.4,0,,,1.1,0,270,0,51,0,2.4,-12.1,1009.6,0,1020.6,0,,9,,9,,,,,,,1391,,,-2.5,0,-.1,-.1,.6,1.3
108,서울,2018-01-05 21:00,-3.5,0,,,.9,0,320,0,53,0,2.5,-11.7,1009.6,0,1020.6,0,,9,,9,,,0,0,,,1353,,,-3.2,0,-.3,-.1,.6,1.3
108,서울,2018-01-05 22:00,-3.8,0,,,1.3,0,290,0,53,0,2.4,-12,1009.7,0,1020.7,0,,9,,9,,,,0,,,1300,,,-3.8,0,-.7,-.1,.6,1.3
108,서울,2018-01-05 23:00,-3.6,0,,,1.9,0,320,0,50,0,2.3,-12.5,1010.4,0,1021.4,0,,9,,9,,,,0,,,1284,,,-4.1,0,-.9,-.1,.6,1.3
108,서울,2018-01-06 00:00,-4.3,0,,,1.6,0,290,0,52,0,2.3,-12.7,1010.7,0,1021.7,0,,9,,9,,,0,0,,,1247,,,-4.7,0,-1.2,-.2,.6,1.3
108,서울,2018-01-06 01:00,-4.8,0,,,1.2,0,290,0,54,0,2.3,-12.7,1010.7,0,1021.8,0,,9,,9,,,,,,,1219,,,-5.2,0,-1.7,-.3,.6,1.3
108,서울,2018-01-06 02:00,-5.5,0,,,1.4,0,270,0,56,0,2.3,-12.9,1011.1,0,1022.2,0,,9,,9,,,,0,,,1285,,,-5.7,0,-2,-.4,.6,1.2
108,서울,2018-01-06 03:00,-5.6,0,,,1,0,250,0,56,0,2.3,-13,1011.7,0,1022.8,0,,9,,9,,,0,0,,,1367,,,-5.9,0,-2.3,-.5,.6,1.2
108,서울,2018-01-06 04:00,-5.9,0,,,1.1,0,320,0,61,0,2.4,-12.2,1011.9,0,1023,0,,9,,9,,,0,0,,,1260,,,-6.3,0,-2.6,-.7,.6,1.2
108,서울,2018-01-06 05:00,-6.1,0,,,1,0,290,0,64,0,2.5,-11.8,1012,0,1023.1,0,,9,,9,,,0,0,,,1231,,,-6.6,0,-2.8,-.8,.5,1.3
108,서울,2018-01-06 06:00,-6.5,0,,,.7,0,290,0,67,0,2.5,-11.6,1012.3,0,1023.4,0,,9,,9,,,0,0,,,1175,,,-6.8,0,-3.1,-.9,.5,1.3
108,서울,2018-01-06 07:00,-6.6,0,,,1,0,320,0,65,0,2.4,-12,1012.5,0,1023.7,0,,9,,9,,,0,0,,,1320,,,-6.9,0,-3.3,-1.1,.5,1.2
108,서울,2018-01-06 08:00,-6.5,0,,,1.1,0,320,0,62,0,2.3,-12.5,1012.6,0,1023.7,0,0,0,0,0,,,0,0,,,1503,,,-6.9,0,-3.4,-1.2,.5,1.2
108,서울,2018-01-06 09:00,-5.8,0,,,1.4,0,290,0,49,0,1.9,-14.8,1013.3,0,1024.4,0,.6,0,.16,0,,,0,0,,,1728,,,-5.2,0,-2.8,-1.2,.5,1.3
108,서울,2018-01-06 10:00,-3.5,0,,,2,0,320,0,39,0,1.8,-15.4,1013.8,0,1024.8,0,1,0,.54,0,,,0,0,,,1946,,,-2,0,-1.5,-1,.5,1.3
